0.000000E+0	8.012858E-2
3.906250E-5	7.931501E-2
7.812500E-5	8.178196E-2
1.171875E-4	7.998424E-2
1.562500E-4	7.995799E-2
1.953125E-4	7.987926E-2
2.343750E-4	7.827836E-2
2.734375E-4	8.027292E-2
3.125000E-4	8.010233E-2
3.515625E-4	8.010233E-2
3.906250E-4	7.944623E-2
4.296875E-4	8.056161E-2
4.687500E-4	8.128332E-2
5.078125E-4	7.987926E-2
5.468750E-4	8.022043E-2
5.859375E-4	8.119147E-2
6.250000E-4	8.015482E-2
6.640625E-4	8.124396E-2
7.031250E-4	8.053536E-2
7.421875E-4	7.970867E-2
7.812500E-4	7.856705E-2
8.203125E-4	7.969555E-2
8.593750E-4	8.041726E-2
8.984375E-4	8.016794E-2
9.375000E-4	8.075844E-2
9.765625E-4	8.006297E-2
1.015625E-3	7.994487E-2
1.054687E-3	8.018107E-2
1.093750E-3	8.056161E-2
1.132812E-3	8.111274E-2
1.171875E-3	8.029917E-2
1.210937E-3	7.994487E-2
1.250000E-3	8.071907E-2
1.289062E-3	8.069283E-2
1.328125E-3	8.049600E-2
1.367187E-3	8.039102E-2
1.406250E-3	7.931501E-2
1.445312E-3	8.102088E-2
1.484375E-3	7.934125E-2
1.523437E-3	8.065346E-2
1.562500E-3	7.977428E-2
1.601562E-3	8.041726E-2
1.640625E-3	8.233309E-2
1.679687E-3	8.094215E-2
1.718750E-3	8.196567E-2
1.757812E-3	8.130957E-2
1.796875E-3	8.267427E-2
1.835937E-3	8.254305E-2
1.875000E-3	8.312042E-2
1.914062E-3	8.098152E-2
1.953125E-3	8.058785E-2
1.992187E-3	8.230685E-2
2.031250E-3	8.091591E-2
2.070312E-3	8.192631E-2
2.109375E-3	8.214938E-2
2.148437E-3	8.231997E-2
2.187500E-3	8.158513E-2
2.226562E-3	7.995799E-2
2.265625E-3	8.028604E-2
2.304687E-3	8.020731E-2
2.343750E-3	7.976116E-2
2.382812E-3	8.019419E-2
2.421875E-3	8.039102E-2
2.460937E-3	7.985301E-2
2.500000E-3	7.957745E-2
2.539062E-3	8.075844E-2
2.578125E-3	7.948560E-2
2.617187E-3	8.088966E-2
2.656250E-3	7.938062E-2
2.695312E-3	8.172948E-2
2.734375E-3	7.994487E-2
2.773437E-3	8.158513E-2
2.812500E-3	8.018107E-2
2.851562E-3	7.969555E-2
2.890625E-3	7.978740E-2
2.929687E-3	7.949872E-2
2.968750E-3	7.923628E-2
3.007812E-3	8.004985E-2
3.046875E-3	8.004985E-2
3.085937E-3	7.944623E-2
3.125000E-3	7.941998E-2
3.164062E-3	7.901320E-2
3.203125E-3	7.917066E-2
3.242187E-3	7.949872E-2
3.281250E-3	7.869827E-2
3.320312E-3	7.985301E-2
3.359375E-3	7.898696E-2
3.398437E-3	7.962994E-2
3.437500E-3	7.930189E-2
3.476562E-3	7.897383E-2
3.515625E-3	7.772723E-2
3.554687E-3	7.859329E-2
3.593750E-3	7.776660E-2
3.632812E-3	7.816026E-2
3.671875E-3	7.953808E-2
3.710937E-3	7.774036E-2
3.750000E-3	7.763538E-2
3.789062E-3	7.735981E-2
3.828125E-3	7.907881E-2
3.867187E-3	7.821275E-2
3.906250E-3	7.764850E-2
3.945312E-3	7.777972E-2
3.984375E-3	7.743855E-2
4.023437E-3	7.638878E-2
4.062500E-3	7.623131E-2
4.101562E-3	7.712362E-2
4.140625E-3	7.581141E-2
4.179687E-3	7.628380E-2
4.218750E-3	7.489286E-2
4.257812E-3	7.600824E-2
4.296875E-3	7.493222E-2
4.335937E-3	7.498471E-2
4.375000E-3	7.516842E-2
4.414062E-3	7.414490E-2
4.453125E-3	7.393494E-2
4.492187E-3	7.356752E-2
4.531250E-3	7.448607E-2
4.570312E-3	7.570643E-2
4.609375E-3	7.442046E-2
4.648437E-3	7.365938E-2
4.687500E-3	7.358065E-2
4.726562E-3	7.260961E-2
4.765625E-3	7.228156E-2
4.804687E-3	7.237341E-2
4.843750E-3	7.263586E-2
4.882812E-3	7.121867E-2
4.921875E-3	7.103496E-2
4.960937E-3	7.188790E-2
5.000000E-3	7.095623E-2
5.039062E-3	7.113993E-2
5.078125E-3	7.014265E-2
5.117187E-3	7.125803E-2
5.156250E-3	7.053632E-2
5.195312E-3	6.960465E-2
5.234375E-3	7.074627E-2
5.273437E-3	7.081188E-2
5.312500E-3	6.923723E-2
5.351562E-3	7.096935E-2
5.390625E-3	6.931596E-2
5.429687E-3	7.123179E-2
5.468750E-3	7.113993E-2
5.507812E-3	6.913225E-2
5.546875E-3	6.984085E-2
5.585937E-3	7.014265E-2
5.625000E-3	6.896167E-2
5.664062E-3	6.974899E-2
5.703125E-3	6.934221E-2
5.742187E-3	6.927660E-2
5.781250E-3	6.880420E-2
5.820312E-3	7.015578E-2
5.859375E-3	6.856800E-2
5.898437E-3	6.910601E-2
5.937500E-3	6.827932E-2
5.976562E-3	6.803000E-2
6.015625E-3	6.969650E-2
6.054687E-3	6.858112E-2
6.093750E-3	6.791190E-2
6.132812E-3	6.656032E-2
6.171875E-3	6.821370E-2
6.210937E-3	6.758384E-2
6.250000E-3	6.834493E-2
